food_id,item,veg_or_non_veg
fd116740,Lasuniya Batata,Veg
fd116746,Dal Bati (2 Pcs),Veg
fd116753,Bhindi,Veg
fd116758,Kaju Karela (Seasonable),Veg
fd116760,God Ghee,Veg
fd116761,Batata Ni Suki Bhaji,Veg
fd116764,Dungali Bataka,Veg
fd116765,Malai Kofta(Midium),Veg
fd116767,Malai Kofta (sweet),Veg
fd116776,Gobhi Mattar Sabji,Veg
fd116777,Aloo Gobhi Suki,Veg
fd116778,Aloo Mattar Tariwala,Veg
fd116785,Chhole Punjabi,Veg
fd116788,Rajwadi Kichadi,Veg
fd116789,Swaminarayan Khichadi,Veg
fd116790,Vaghareli Khichadi,Veg
fd116794,Special Tadke Wali Khichadi,Veg
fd116795,Special Cheese Masala Khichdi,Veg
fd116796,Special Paneer Bhurji Khichdi,Veg
fd116797,Seviya Kheer,Veg
fd116798,Churmu,Veg
fd116799,Rotla Churmu,Veg
fd116800,Gulab  Jamun (2 Pieces),Veg
fd116801,Special Bundi Masala Raitu(sweet),Veg
fd116802,Special Tasty Bhakharwadi(3 Piece),Veg
fd116806,Masala Chaas (200ml),Veg
fd116808,Lusan Ni Chatni,Veg
fd116809,Special Bundi Masala Raitu(salty),Veg
fd116810,Lasaniyo Rotlo (1 pc),Veg
fd116817,Thepla (1 Pc),Veg
fd116818,Special Dry Fruit Rajwadi Pulao,Veg
fd116819,Cheese Veg Pulao,Veg
fd116823,Veg Pulao (325gms),Veg
fd116829,Special Paneer Bhurji Pulao,Veg
fd116830,Large Punjabi Thali,Veg
fd116831,Paneer Tikka With Jeera Rice,Veg
fd116832,Palak Paneer With Jeera Rice,Veg
fd116833,Paneer Lababdar With Jeera Rice,Veg
fd116834,Chhole With Jeera Rice,Veg
fd116835,Rajma With Jeera Rice,Veg
fd116837,Small Punjabi Thali,Veg
fd116838,Regular Punjabi Thali,Veg
fd116840,Regular Gujarati Meal,Veg
fd116841,Small Gujarati Meal,Veg
fd116847,Make Your Own Roti Meal,Veg
fd116848,Green Masala Buttermilk,Veg
fd116851,Punjabi Pickle,Veg
fd116855,Indian Naan Bread,Veg
fd116858,Mixed Fruit Matho,Veg
fd116860,Kesar Pista   Matho,Veg
fd116861,Fresh Pineapple Matho,Veg
fd116862,Lychee Matho,Veg
fd116863,Kesar Dry Fruit Matho,Veg
fd116865,Special Anjeer Matho,Veg
fd116867,Strawberry Almond Matho,Veg
fd116868,Chapan Bhog Matho,Veg
fd116869,Lonavala Matho,Veg
fd116870,Punchamrut Matho,Veg
fd116871,Kesar Malti,Veg
fd116873,Blue Diamond,Veg
fd116874,Chocolate Marble,Veg
fd116876,Real Blueberry,Veg
fd116877,Hafus Mango Matho,Veg
fd116878,Mango Manbahar,Veg
fd116880,Caramel carnival,Veg
fd116881,Ferraro Rocher,Veg
fd116883,Anjeer,Veg
fd116884,Anguri,Veg
fd116886,Royal Cream Salad,Veg
fd116887,Mango Cream salad,Veg
fd116888,Paina Cruize,Veg
fd116889,American Cruize,Veg
fd116890,Cream Pistachio,Veg
fd116891,Premium Hafoos Keri No Ras,Veg
fd116892,Keri No Ras,Veg
fd116893,Kaju Katri,Veg
fd116894,Kaju Mixed Sweet,Veg
fd116895,Masala Dudhpak,Veg
fd116896,Kesar Penda,Veg
fd116897,Dudh Halva (Milk Cake),Veg
fd116898,Assorted Mix Cookies,Veg
fd116899,Mix Sun Dried Fruits,Veg
fd116900,Silver Elaichi,Veg
fd116901,Safawi Dates,Veg
fd116902,Anjeer Delight,Veg
fd116903,Cashew Khaliji,Veg
fd116904,Mix Baklawa Box (25 Pcs),Veg
fd116906,Cashew Boukaj,Veg
fd116907,Pista Boukaj,Veg
fd116908,Finger Baklawa,Veg
fd116909,Redvelvet Cookies,Veg
fd116910,Almond Biscottie,Veg
fd116911,Choco Cashewnut Cookies,Veg
fd116912,Badam Sticks,Veg
fd116913,Cow Ghee Atta Cookies,Veg
fd116914,Turkish Cornflakes Cookies,Veg
fd116916,Kaju Pista Cookies,Veg
fd116919,Milk Coconut Cookies,Veg
fd116921,Ajwain Sticks,Veg
fd116922,Mix Fruits Cocktail Sun Dried Fruits,Veg
fd116923,Baby Orange Sun Dried Fruits,Veg
fd116924,Blueberry Sun Dried Fruits,Veg
fd116925,Orange Sun Dried Fruits,Veg
fd116926,Pamelo Sun Dried Fruits,Veg
fd116927,Pineapple Sun Dried Fruits,Veg
fd116928,Ginger Sun Dried Fruits,Veg
fd116929,Guava Sun Dried Fruits,Veg
fd116930,Mango Sun Dried Fruits,Veg
fd116931,Kiwi Sun Dried Fruits,Veg
fd116934,Salted Cashew,Veg
fd116935,Plain Cashew,Veg
fd116936,Pann Almond,Veg
fd116937,Mint Almond,Veg
fd116938,Lemon Almond,Veg
fd116939,Plain Almond,Veg
fd116940,Pann Kismish,Veg
fd116941,Plain Kismish,Veg
fd116942,Ajwa Dates,Veg
fd116943,Medjool Dates,Veg
fd116945,Dryfruits Special Khaliji,Veg
fd116947,Khajur Delight,Veg
fd116949,Rose Dates Khaliji,Veg
fd116950,Almond Deep Khaliji,Veg
fd116951,Rose Exotica,Veg
fd116952,Rose Bahar,Veg
fd116953,Choco Cashew Ball,Veg
fd116954,Orange Butterscotch Ball,Veg
fd116956,Mix Baklawa Box (15 Pcs),Veg
fd116957,Mix Baklawa Box (12 Pcs),Veg
fd116959,Honey - 250 G,Veg
fd116960,Swiss Roll,Veg
fd116961,Walnut Tart,Veg
fd116962,Almond Tart,Veg
fd116963,Mix Tart,Veg
fd116964,Turkish Crunch,Veg
fd116967,Cashew Ring,Veg
fd116968,Square Baklawa,Veg
fd116970,Farsan (8 Pcs),Veg
fd116971,Fried Farsan (8 Pcs),Veg
fd116972,Potato Subji (350 gms),Veg
fd116973,Kathol Sabji (350 gms),Veg
fd116974,Guarati Dal (350 gms),Veg
fd116975,Kadhi (350 Gms),Veg
fd116976,Basmati Steam Rice (250 gms),Veg
fd116977,Khichdi (In Dinner) (250 gms),Veg
fd116978,Fulka Roti (1 Pc),Veg
fd116980,Chass,Veg
fd116981,Family Pack Mini,Veg
fd116982,Rice Dal Combo,Veg
fd116983,Khichdi Combo (In Dinner),Veg
fd116984,Family Pack Large,Veg
fd116987,Dhai Tikhari,Veg
fd116989,Sukibhaji [kathiyawadi],Veg
fd116990,Vaghareli Rotlo,Veg
fd116992,440 Volt Khichdi,Veg
fd116993,Achari Khichdi,Veg
fd116995,Corn & Spinach Khichdi,Veg
fd116996,Hare Pyaz Ki Lehsuni Khichdi,Veg
fd116997,Mumbai Pav Bhaji Khichdi,Veg
fd116998,Sev Tamatar Khichdi,Veg
fd116999,Tadkewali Dal Khichdi,Veg
fd117000,Veg Masala Khichdi,Veg
fd117009,Adraki Dahniya Paneer,Veg
fd117010,Corn Chatkara Palak,Veg
fd117011,Kaju Khoya Curry,Veg
fd117012,Kebabwali Sabzi,Veg
fd117013,Makhanwala Paneer,Veg
fd117014,Methi Mulayam Paneer,Veg
fd117016,Mushroom Matar Hara Pyaz,Veg
fd117019,Paneer Jhukega Nahi,Veg
fd117025,All Time Favourite,Veg
fd117026,Kathiyawadi Thali,Veg
fd117030,Onion Thepla,Veg
fd117031,Bajri Rotla,Veg
fd117032,Bhakri,Veg
fd117033,Makai Rotla,Veg
fd117034,Masala Lasaniya Rotla,Veg
fd117038,Shivshakti Special Khichdi,Veg
fd117039,Dal [noon],Veg
fd117041,Lasan Dungali Khichdi [night],Veg
fd117042,Palak Khichdi  [night],Veg
fd117043,Vaghareli Khichdi  [night],Veg
fd117045,Baigan Bharta [kathiyawadi],Veg
fd117047,Dahi Bharta [kathiyawadi],Veg
fd117050,Kaju Gathiya [kathiyawadi],Veg
fd117051,Lasaniya Bateta [kathiyawadi],Veg
fd117053,Lili Dungali Sev,Veg
fd117054,Lili Dungri Gathiya [kathiyawadi],Veg
fd117055,Rajwadi Dhokli [kathiyawadi],Veg
fd117058,Tadka Tikhari [kathiyawadi],Veg
fd117059,Vaghareli Rotli,Veg
fd117061,Arad Dal [kathiyawadi Special],Veg
fd117064,Dahi Ghorvu,Veg
fd117065,Desi Ghee,Veg
fd117066,Haldi Dudh,Veg
fd117067,Pain Chaas,Veg
fd117072,Spinach Kofta Curry,Veg
fd117074,Zafrani Kofta,Veg
fd117078,Rotli Churmu,Veg
fd117094,Dal Fry [punjabi],Veg
fd117097,Dal Panchratna,Veg
fd117098,Dal Tadka [punjabi],Veg
fd117102,Jeera Rice [punjabi],Veg
fd117104,Masala Rice [punjabi],Veg
fd117121,Mashroom Chilli Dry,Veg
fd117124,Paneer Dragon,Veg
fd117125,Paneer Satay,Veg
fd117126,Paneer Spinach,Veg
fd117138,Spinach Paratha,Veg
fd117141,Turbo Naan,Veg
fd117143,Makhmali Kebab,Veg
fd117149,Achari Paneer Paratha,Veg
fd117150,Aloo Cheese Da Paratha,Veg
fd117151,Aloo Da Paratha,Veg
fd117152,Aloo Pyaz Da Paratha,Veg
fd117154,Cheese Paneer Da Paratha,Veg
fd117155,Cheesy Bell Pepper Paratha,Veg
fd117156,Pyaz Lasan Da Paratha,Veg
fd117157,Spinach And Corn Paratha,Veg
fd117158,Idli-vada Combo,Veg
fd117159,Mixed Combo 1,Veg
fd117160,South Indian Combo 1,Veg
fd117161,South Indian Combo 2,Veg
fd117162,South Indian Combo 3,Veg
fd117163,Uttapam Combo 1,Veg
fd117164,Uttapam Combo 2,Veg
fd117165,Idli 1 Plate (2 Pcs),Veg
fd117167,Mysore Idli,Veg
fd117168,Ghee Mysore Idli,Veg
fd117169,Podi Idli,Veg
fd117171,Sambhar Idli,Veg
fd117172,Ghee Sambhar Idli,Veg
fd117174,1 Idli,Veg
fd117181,Ghee Podi Dosa,Veg
fd117184,Chilli Cheese Dosa,Veg
fd117186,Onion Cheese Dosa,Veg
fd117187,Ghee Onion Dosa,Veg
fd117190,Ghee Mysore Masala Dosa,Veg
fd117192,Medu Vada (1 Pcs),Veg
fd117194,Sada Uttapam,Veg
fd117195,Ghee Uttapam,Veg
fd117199,Ghee Masala Uttapam,Veg
fd117200,Tomato Mirch Uttapam,Veg
fd117201,Cheese Tom Mirch Uttapam,Veg
fd117206,Ghee Rava Onion Dosa,Veg
fd117211,Rava Chilly Cheese Dosa,Veg
fd117213,Kuli Paniyaram,Veg
fd117214,Cheese Kuli Paniyaram,Veg
fd117215,Suji Halwa (150 Gm),Veg
fd117216,Chaash,Veg
fd117219,Special Masala Chai,Veg
fd117222,Lemon Grass Tea,Veg
fd117224,Hot Badam Milk,Veg
fd117230,Corn Pakoda,Veg
fd117246,Toofani Paneer Grilled Sandwich,Veg
fd117248,Italian Grilled Sandwich,Veg
fd117253,Pancharatna Chai,Veg
fd117256,Sulemani Chai,Veg
fd117257,Bournvita Chai,Veg
fd117258,Meri Wali Chai,Veg
fd117260,Chai Frappe,Veg
fd117269,Thandaai,Veg
fd117279,Hot Masala Ginger Coffee,Veg
fd117285,Jam Bun Maska,Veg
fd117286,Chocolate Bun Maska,Veg
fd117290,Veggie Oats,Veg
fd117304,Cheese Aloo Matar Grilled Sandwich,Veg
fd117307,Coleslaw Grilled Sandwich,Veg
fd117308,Special Chocolate Toast Grilled Sandwich,Veg
fd117311,Vegetable Club Grilled Sandwich,Veg
fd117312,Bombay Club Grilled Sandwich,Veg
fd117313,American Club Grilled Sandwich,Veg
fd117317,Veggie Cheese Toast,Veg
fd117318,American Toast,Veg
fd117324,Misti Sandesh [10pc],Veg
fd117325,Lengcha [10pc],Veg
fd117326,Pantua [10pc],Veg
fd117327,Big Gurer Sandesh [5pc],Veg
fd117328,Jol Ghora [5pc],Veg
fd117329,Makha Sandesh [500gm],Veg
fd117330,Santi Bhog [10pc],Veg
fd117331,Gulab Jamun [10pc],Veg
fd117332,Rosogolla [10pc],Veg
fd117333,Komola Bhog [10pc],Veg
fd117334,Kala Jamun [10pc],Veg
fd117335,Bounty Thickshake,Veg
fd117336,Bournvita Thickshake,Veg
fd117337,Brown Oreo Thickshake,Veg
fd117338,Brownie Kit-kat Thickshake,Veg
fd117339,Brownie Nutties Thickshake,Veg
fd117340,Brownie Rocher Thickshake,Veg
fd117341,Brownie Thickshake,Veg
fd117342,Brownie Vanilla Thickshake,Veg
fd117343,Cadbury Fruit N Nut Thickshake,Veg
fd117344,Cadbury Gems Thickshake,Veg
fd117345,Cadbury Silk Thickshake,Veg
fd117346,Choco Dips Thickshake,Veg
fd117347,Choco Orange Thickshake,Veg
fd117348,Choco Pie Thickshake,Veg
fd117349,Choco Strawberry Thickshake,Veg
fd117350,Choco Vanilla Thickshake,Veg
fd117352,Hersheys Almond Thickshake,Veg
fd117353,Hide & Seek Thickshake,Veg
fd117354,Kaju Chocolate Thickshake,Veg
fd117355,Kit Kat Thickshake,Veg
fd117356,Lotus Thickshake,Veg
fd117357,Munch Mania Thickshake,Veg
fd117358,Nutella Thickshake,Veg
fd117359,Nutties Rocher Thickshake,Veg
fd117360,Oreo Cookie Thickshake,Veg
fd117361,Premium Ferrero Thickshake,Veg
fd117362,Red Velvet Thickshake,Veg
fd117363,Silk & Caramel Thickshake,Veg
fd117364,Snicker Thickshake,Veg
fd117365,Vanilla Thickshake,Veg
fd117366,Dark Choco Bournville Thickshake,Veg
fd117367,Dark Noir Thickshake,Veg
fd117368,Afghaan Nut Shake,Veg
fd117369,Belgain Dark Chocolate Shake,Veg
fd117371,Kaju Anjeer Shake,Veg
fd117372,Kaju Draksh Shake,Veg
fd117373,Kaju Gulkand Shake,Veg
fd117374,Pistachio Shake,Veg
fd117375,Rajwadi Delight Shake,Veg
fd117376,Real Kesar Pista Shake,Veg
fd117377,Roasted Almond Caramel Shake,Veg
fd117378,Rose Kaju Shake,Veg
fd117379,Tuti Fruit Shake,Veg
fd117381,Berry Berry Magic Thickshake,Veg
fd117382,Blue Berry Blast Thickshake,Veg
fd117383,Chikku Thickshake,Veg
fd117384,Fresh Strawberry Thickshake,Veg
fd117385,Guava Thickshake,Veg
fd117387,Mix Fruit Bonanza Thickshake,Veg
fd117388,Pineapple Thickshake,Veg
fd117389,Sitafal Thickshake,Veg
fd117390,Strawberry Thickshake,Veg
fd117391,Toffee Thickshake,Veg
fd117392,Black Forest Milkshake,Veg
fd117394,Chiku Chocolate Milkshake,Veg
fd117395,Chikku Milkshake,Veg
fd117396,Chilling Chocolate Milkshake,Veg
fd117399,Dark Beauty Milkshake,Veg
fd117400,Dutch Truffle Milkshake,Veg
fd117402,Kit-kat Break Milkshake,Veg
fd117403,Mango Mania Milkshake,Veg
fd117405,Oreo Kick Milkshake,Veg
fd117406,Pink Berry Milkshake,Veg
fd117407,Rajwadiraj Milkshake,Veg
fd117408,Red Velvet Milkshake,Veg
fd117409,Roasted Almond Milkshake,Veg
fd117411,Snickers Hunger Milkshake,Veg
fd117412,Taste Of Brazil Milkshake,Veg
fd117413,Vanilla Whirl Milkshake,Veg
fd117414,Royal Kesar Falooda,Veg
fd117415,Royal Rose Falooda,Veg
fd117416,UFC Special Falooda,Veg
fd117417,Swiss Coco,Veg
fd117418,Kaju Coco,Veg
fd117419,Swiss Coco Swril Chocolate,Veg
fd117420,Swiss Coco Swril Vanilla,Veg
fd117425,Snickers Waffle,Veg
fd117426,Brownie Waffle,Veg
fd117429,Pistachio Waffle,Veg
fd117433,Dark & White Fantasy Waffle,Veg
fd117434,Kit-kat Waffle,Veg
fd117435,American Nuts Ice-cream,Veg
fd117436,Brazilian Nut Ice-cream,Veg
fd117437,Chocolate Chips Ice-cream,Veg
fd117438,Cookies & Cream Ice-cream,Veg
fd117439,Fresh Mango Ice-cream,Veg
fd117440,Fresh Sitafal Ice-cream,Veg
fd117441,Fresh Strawberry Ice-cream,Veg
fd117442,Guava Ice-cream,Veg
fd117443,Jamun Ice-cream,Veg
fd117444,Kesar Elaichi Ice-cream,Veg
fd117445,Mava Malai Ice-cream,Veg
fd117446,Mint Chocolate Ice-cream,Veg
fd117447,Mocha Brownie Fudge Ice-cream,Veg
fd117448,Nutella Cheese Cake,Veg
fd117449,Rajbhog Ice-cream,Veg
fd117450,Red Velvet Cranberry Ice-cream,Veg
fd117451,Roasted Almond Ice-cream,Veg
fd117452,Rose Petal Ice-cream,Veg
fd117453,Tender Coconut Ice-cream,Veg
fd117454,Vanilla Ice-cream,Veg
fd117455,Wild Berrys Cheese Cake,Veg
fd117456,Rainbow Cake Jar,Veg
fd117457,Chocolate Mud Jar,Veg
fd117458,Belgian Chocolate Cake Jar,Veg
fd117459,Nutella Cheese Cake Jar,Veg
fd117460,Oreo Cheese Jar,Veg
fd117461,Blueberry Cheese Cake Jar,Veg
fd117462,Biscoff Cheese Cake Jar,Veg
fd117463,Full Meal,Veg
fd117465,Roti Sabzi Combo,Veg
fd117469,Aloo Matar Grill Sandwich,Veg
fd117471,Aloo Matar Cheese Grill Sandwich,Veg
fd117473,Sing Slicce,Veg
fd117474,Sev Slice,Veg
fd117481,Triple Tango Pizza,Veg
fd117482,Supreme Veg Pizza,Veg
fd117484,Mexicano Pizza,Veg
fd117486,Bhut Jolokia Pizza,Veg
fd117489,Paneer Butter Masala Pizza,Veg
fd117490,Queen Cheese Pizza,Veg
fd117491,Signature All In One Pizza,Veg
fd117492,Dragon On Fire Pizza,Veg
fd117493,Paneer Korma Pizza,Veg
fd117495,Piri Piri Paneer Pizza,Veg
fd117497,Mac & Spicy Pizza,Veg
fd117498,"Mushroom, Corn & Onion Tacos",Veg
fd117499,Paneer & Corn Tacos,Veg
fd117500,Paneer Butter Masala & Red Peprika Tacos,Veg
fd117501,Alfredo Cheese Sauce Pasta,Veg
fd117502,Arrabiata Sauce Pasta,Veg
fd117505,Queen Cheese Garlic Bread,Veg
fd117506,Cream Cheese Garlic Bread,Veg
fd117507,Piri Piri Cream Cheese Garlic Bread,Veg
fd117528,Talk Of The Town Pizza,Veg
fd117532,London Retreat Pizza,Veg
fd117544,Stuffed Garlic Bread Sticks,Veg
fd117545,Four Cheese Garlic Bread,Veg
fd117551,Chipotle,Veg
fd117552,Piri Piri,Veg
fd117554,Red Velvet Lava,Veg
fd117555,"1 Reg Pizza (7' Pizza Classic, Premimum) + 1 Choco Lava + 1 Beverage",Veg
fd117556,1 Reg Pizza(7' Pizza Royal Category ) + 1 Tacos + 1 Beverage,Veg
fd117557,2 Medium Pizza (10'pizza From All Category) + 1 Stuff Garlic Bread + 1 Pasta + 1 Beverage,Veg
fd117558,2 Medium Pizza (10'pizza From All Category) + 1 Tacos + 1 Beverage + 1 Choco Lava,Veg
fd117559,2 Medium Pizza (10' Pizza ) + 2 Reg Pizza (7' Pizza ) + 2 Beverage + 2 Choco Lava,Veg
fd117560,3 Medium Pizza (10'pizza From All Category) + 1 Stuff Garlic Bread + 2 Beverage + 2 Choco Lava,Veg
fd117563,Vada Pav (1 Pcs),Veg
fd117565,Samosa (Snacks),Veg
fd117566,French Fries (Snacks),Veg
fd117572,Butter Cheese Pav Bhaji,Veg
fd117573,Extra Pav (2 Pcs),Veg
fd117575,Upma (Tummy Fillers),Veg
fd117577,Idli Sambhar (Tummy Fillers),Veg
fd117581,Regular Milk,Veg
fd117582,Chocolate Thick Shake (Coolers),Veg
fd117584,Massalla Chai,Veg
fd117587,Veg Burger + French Fries + Lemonade,Veg
fd117588,Pav Bhaji Or Upma + Veg Sandwitch + Lemonade,Veg
fd117589,Fried Rice Or Veg Momo + Veg Manchurian + Lemonade,Veg
fd117590,Veg Paradise Pizza + French Fries + Lemonade,Veg
fd117591,Kadak,Veg
fd117592,Kadak (Cutting),Veg
fd117596,Saffron,Veg
fd117598,Fruit,Veg
fd117599,Black,Veg
fd117600,Green,Veg
fd117602,Black Hot Coffee,Veg
fd117603,Regular Hot Coffee,Veg
fd117604,Chocolate Hot Coffee,Veg
fd117605,Hazelnut Hot Coffee,Veg
fd117612,Cookies Salty (2Pcs),Veg
fd117613,Cookies Sweet (2Pcs),Veg
fd117616,Lemon Grass Ice Tea,Veg
fd117617,Regular Milk (Flavoured),Veg
fd117618,Badam,Veg
fd117619,Saffron (Flavoured),Veg
fd117621,Turmeric Latte,Veg
fd117622,Lassi Punjabi,Veg
fd117624,Butter Milk (Flavoured),Veg
fd117626,Cream Coffee Cold Coffee,Veg
fd117629,Lime Punch,Veg
fd117632,Mango Lemonade,Veg
fd117636,Vanila Thick Shake,Veg
fd117640,Seasonal Thick Shake,Veg
fd117644,Makhani Burger,Veg
fd117648,Bread Jam Butter Sandwich,Veg
fd117650,Veg Corn Sandwich,Veg
fd117651,Veggie Cheese Sandwich,Veg
fd117654,Mexican Tandoori Sandwich,Veg
fd117655,Garlic Chilli Cheese Sandwich,Veg
fd117656,Schezwan Cheese Sandwich,Veg
fd117665,Regular Maggie,Veg
fd117666,Veggie Masala Maggie,Veg
fd117667,Makhani Maggie,Veg
fd117670,Belgian Chocolate Ice Cream 500ml,Veg
fd117671,Tender Coconut Ice Cream 750ml,Veg
fd117680,Tender Coconut Ice Cream 100ml,Veg
fd117687,Madagascar Ice Cream 100ml,Veg
fd117690,Chocochips Ice Cream 100ml,Veg
fd117692,Anjeer Ice Cream 100ml,Veg
fd117699,Tender Coconut Ice Cream 500ml,Veg
fd117700,Sea Salted Caramel Ice Cream 500ml,Veg
fd117703,Mix Berries Ice Cream 500ml,Veg
fd117704,Alphonso Mango Ice Cream 500ml,Veg
fd117706,Jaggery Almond Ice Cream 500ml,Veg
fd117708,Dry Fruit Over Load Ice Cream 500ml,Veg
fd117710,Chocochips Ice Cream 500ml,Veg
fd117720,Stick Kesar Pista Kulfi,Veg
fd117725,Paneer Chilli Dry And Chilli Garlic Noodles,Veg
fd117726,Chilli Garlic Noodles Combo,Veg
fd117727,Fried 6pcs Cheese Momos,Veg
fd117728,Fried 6pcs Veg Momos,Veg
fd117729,Fried Paneer Momos 6pcs,Veg
fd117730,Steamed Veg Momos 6pcs,Veg
fd117731,Paneer Steamed Momos 6pcs,Veg
fd117732,Steamed Cheese Momos (6 Pcs),Veg
fd117733,Stir Fry Veg In Burnt Garlic Saue,Veg
fd117734,Stir Fry Vegetables In Scallion Sauce,Veg
fd117735,Stir Fry Vegetables In Black Pepper Sauce,Veg
fd117736,Malayasian Curry,Veg
fd117743,Stir Fried Rice,Veg
fd117744,Stir Fried Rice With Manchurian,Veg
fd117747,Noodles With Manchurian,Veg
fd117749,Phad Thai,Veg
fd117753,Lemon Coriender,Veg
fd117754,Paneer Satay with Peanut Dip,Veg
fd117755,Vegetable Satay with Peanut Dip,Veg
fd117761,Wonton In Schezwan Sauce,Veg
fd117769,Mix VEg,Veg
fd117773,Plain paratha,Veg
fd117802,Lasaniya Vagarelo Rotlo,Veg
fd117803,Ringan Nu Bharthu,Veg
fd117804,Aloo Ringan,Veg
fd117805,Potato Suki Bhaji,Veg
fd117806,Lasniya Bataka,Veg
fd117807,Kathol Sabji,Veg
fd117810,Jini Sev Sabji,Veg
fd117812,Lasniya Gathiya,Veg
fd117813,Kobji Masala,Veg
fd117814,Thikhari,Veg
fd117815,Masala Ringan,Veg
fd117816,Lasan Chatni,Veg
fd117818,Gol Vatki,Veg
fd117829,Sadi Khichdi,Veg
fd117831,Special Pearl,Veg
fd117839,Veg Tufani,Veg
fd117845,Mix Veg Fry,Veg
fd117848,Veg Manchurian with Noodles,Veg
fd117857,Bhakhari Butter,Veg
fd117871,Rajwadi Paneer,Veg
fd117885,Koya Kaju,Veg
fd117897,Fry Chawal,Veg
fd117898,Paneer Chawal,Veg
fd117908,Special Pulav,Veg
fd117909,Kadhi - Khichdi,Veg
fd117912,Rajgara Puri - Bhaji Shrikhand,Veg
fd117916,Roasted Vegetable Salad,Veg
fd117917,Quinoa Tabbouleh,Veg
fd117918,Raw Pad Thai Salad,Veg
fd117919,Volcano Fries,Veg
fd117920,Broccoli Kebab,Veg
fd117922,Falafel Wrap,Veg
fd117923,Hakka Bowl,Veg
fd117924,Chorizo Sausage Rice Bowl,Veg
fd117925,Basil Pesto Pasta,Veg
fd117927,Steamy Upma,Veg
fd117928,Tofu Bhurji With Brown Bread,Veg
fd117930,Boiled Vegan Eggs (6Pc),Veg
fd117931,Baked Beans On Toast (6Pc),Veg
fd117933,Vietnamese Rice Noodle Salad,Veg
fd117936,Superfood Salad,Veg
fd117942,Edamame Beans,Veg
fd117944,Cauli Cartel,Veg
fd117945,Shrooms& Chilli,Veg
fd117946,Korean Bbq Tofu,Veg
fd117948,Jalapenos Cheese Poppers (6Pc),Veg
fd117949,Hummus With Lavash,Veg
fd117952,Tandoori Grilled Tikka'S (6 Pc),Veg
fd117953,Bruschetta (6 Pc),Veg
fd117954,Add Vegan Cheese,Veg
fd117955,Veggie Frankie,Veg
fd117956,Soya Bhurji Wrap,Veg
fd117958,Mexican Fajita,Veg
fd117959,Jalapeno Cheese Ball Wrap,Veg
fd117961,Grilled Cheese Chiili,Veg
fd117962,Basil Pesto Grilled Cheese,Veg
fd117963,Veggie Grill Cheese,Veg
fd117966,Oriental Rice Bowl,Veg
fd117967,Tex-Mex Bowl,Veg
fd117968,Spicy Ramen Bowl,Veg
fd117969,Pesto Spaghetti Bowl,Veg
fd117970,Mediterranean Bowl,Veg
fd117971,American Bbq Burger With Peri Peri Fries,Veg
fd117972,Peanut Ramen,Veg
fd117973,Spicy Ramen Noodles,Veg
fd117974,Gourmet Ramen Noodles,Veg
fd117975,Stir Fried Crispy Noodles,Veg
fd117976,Ratatouille,Veg
fd117979,Thai Red Curry With Lemon Rice,Veg
fd117980,Thai Green Curry With Lemon Rice,Veg
fd117981,Aglio-Oglio Pasta,Veg
fd117982,Cream Cheesy Pasta,Veg
fd117984,Baked Macroni With Pineapple,Veg
fd117985,Mac N Cheese,Veg
fd117986,Lebanese Platter,Veg
fd117989,Mexican El Chapo Pizza,Veg
fd117992,Chhole + 2 Paratha/Rice + Salad + Papad,Veg
fd117993,Rajma + Rice + Salad + Papad,Veg
fd117994,Green Biryani + Dal Fry/Tadka + Salad + Papad,Veg
fd117995,Mix Vegetable + 2 Paratha/Rice + Salad + Papad,Veg
fd117996,Tofu Butter Masala + 2 Paratha/Rice + Salad + Papad,Veg
fd117997,Cheese Butter Masala + 2 Paratha/Rice + Salad + Papad,Veg
fd117998,Khoya Kaju + 2 Paratha/Rice + Salad + Papad,Veg
fd117999,Vegan Egg Curry + 2 Paratha/Rice + Salad + Papad,Veg
fd118000,Dal Khichdi + Salad + Papad,Veg
fd118001,Lemon & Mint Iced Tea,Veg
fd118002,Lemon Grass Iced Tea,Veg
fd118003,Watermelon Basil,Veg
fd118006,"Abc (Apple, Beetroot, Carrot)",Veg
fd118007,Peanut Butter Banana Smoothie,Veg
fd118010,Ginger Beer,Veg
fd118011,Green Juice,Veg
fd118012,Chaai,Veg
fd118013,Frappucino,Veg
fd118021,Meal For 4 People,Veg
fd118029,Paper Cheese Masala Dosa,Veg
fd118030,Gwailor Sada Dosa,Veg
fd118031,Gwailor Masala Dosa,Veg
fd118032,Palak Sada Dosa,Veg
fd118033,Palak Masala Dosa,Veg
fd118034,Phudina Sada Dosa,Veg
fd118035,Phudina Masala Dosa,Veg
fd118038,Molgaipudi Sada Dosa,Veg
fd118039,Molgaipudi Masala Dosa,Veg
fd118040,Molgaipudi Cheese Dosa,Veg
fd118045,Jay Ganesh Special Dosa,Veg
fd118048,Molgapudi Rava Sada Dosa,Veg
fd118049,Molgapudi Rava Masala Dosa,Veg
fd118052,Rava Mysore Sada Dosa,Veg
fd118059,Cheese Corn Tomato Uttapam,Veg
fd118060,Cheese Chilli Garlic Uttapam,Veg
fd118062,Coconut Mix Uttapam,Veg
fd118064,Bistro Special Peri Peri Maggi,Veg
fd118068,Regular Bread Butter Sandwich,Veg
fd118069,Regular Veg Cheese Sandwich,Veg
fd118071,Regular Chutney Sandwich,Veg
fd118074,Regular Cheese Chutney Sandwich,Veg
